ID	DOCULECT	GLOTTOCODE	COGID	PARAMETER	VALUE	SEGMENTS	ALIGNMENT	SOURCE
875	Latin	lati1261	437	dēbitu-deudo	dēbitu	d eː b i t u	d eː b i t u	Hartman2003
876	Spanish	stan1288	437	dēbitu-deudo	deudo	ð e w ð o	ð e w - ð o	Hartman2003
877	Latin	lati1261	438	dēcania-degaña	dēcania	d eː k ɑ n iɑ	d eː k ɑ n - iɑ	Hartman2003
878	Spanish	stan1288	438	dēcania-degaña	degaña	ð e ɣ ɑ ɲ ɑ	ð e ɣ ɑ ɲ - ɑ	Hartman2003
879	Latin	lati1261	439	dēlicātu-delgado	dēlicātu	d eː l i k ɑː t u	d eː l i k ɑː t u	Hartman2003
880	Spanish	stan1288	439	dēlicātu-delgado	delgado	ð e l ɣ ɑ ð o	ð e l - ɣ ɑ ð o	Hartman2003
881	Latin	lati1261	440	dēmandāre-demandar	dēmandāre	d eː m ɑ n d ɑː ɾ e	d eː m ɑ n d ɑː ɾ e	Hartman2003
882	Spanish	stan1288	440	dēmandāre-demandar	demandar	ð e m ɑ n d ɑ ɾ	ð e m ɑ n d ɑ ɾ -	Hartman2003
883	Latin	lati1261	441	dēpanāre-devanar	dēpanāre	d eː p ɑ n ɑː ɾ e	d eː p ɑ n ɑː ɾ e	Hartman2003
884	Spanish	stan1288	441	dēpanāre-devanar	devanar	ð e β ɑ n ɑ ɾ	ð e β ɑ n ɑ ɾ -	Hartman2003
885	Latin	lati1261	442	dērēctu-derecho	dērēctu	d eː ɾ eː k t u	d eː ɾ eː k t u	Hartman2003
886	Spanish	stan1288	442	dērēctu-derecho	derecho	ð e ɾ e tʃ o	ð e ɾ e - tʃ o	Hartman2003
887	Latin	lati1261	443	dēsanguināre-desangrar	dēsanguināre	d eː ʂ ɑ n gʷ i n ɑː ɾ e	d eː ʂ ɑ n gʷ i n ɑː ɾ e	Hartman2003
888	Spanish	stan1288	443	dēsanguināre-desangrar	desangrar	ð e ʂ ɑ ŋ g ɾ ɑ ɾ	ð e ʂ ɑ ŋ g - ɾ ɑ ɾ -	Hartman2003
889	Latin	lati1261	444	dēsediu-deseo	dēsediu	d eː ʂ e d iu	d eː ʂ e d - iu	Hartman2003
890	Spanish	stan1288	444	dēsediu-deseo	deseo	ð i ʂ eo	ð i ʂ - - - eo	Hartman2003
891	Latin	lati1261	445	dēspectu-despecho	dēspectu	d eː ʂ p e k t u	d eː ʂ p e k t u	Hartman2003
892	Spanish	stan1288	445	dēspectu-despecho	despecho	ð e ʂ p e tʃ o	ð e ʂ p e - tʃ o	Hartman2003
893	Latin	lati1261	446	decem-diez	decem	d e k e m	d - e k - e m	Hartman2003
894	Spanish	stan1288	446	decem-diez	diez	ð j e θ	ð j e θ - - -	Hartman2003
895	Latin	lati1261	447	december-diciembre	december	d e k e m b e ɾ	d e k - e m b e ɾ -	Hartman2003
896	Spanish	stan1288	447	december-diciembre	diciembre	ð i θ j e m b ɾ e	ð i θ j e m b - ɾ e	Hartman2003
897	Latin	lati1261	448	decimāre-dezmar	decimāre	d e k i m ɑː ɾ e	d e k - i m ɑː ɾ e	Hartman2003
898	Spanish	stan1288	448	decimāre-dezmar	dezmar	ð e z m ɑ ɾ	ð e z - - m ɑ ɾ -	Hartman2003
899	Latin	lati1261	449	decimu-diezmo	decimu	d e k i m u	d - e k - i m u	Hartman2003
900	Spanish	stan1288	449	decimu-diezmo	diezmo	ð j e z m o	ð j e z - - m o	Hartman2003
901	Latin	lati1261	450	deinde-dende	deinde	d e i n d e	d e i n d e	Hartman2003
902	Spanish	stan1288	450	deinde-dende	dende	ð e n d e	ð e - n d e	Hartman2003
903	Latin	lati1261	451	deintro-dentro	deintro	d e i n t ɾ o	d e i n t ɾ o	Hartman2003
904	Spanish	stan1288	451	deintro-dentro	dentro	ð e n t ɾ o	ð e - n t ɾ o	Hartman2003
905	Latin	lati1261	452	dentāle-dental	dentāle	d e n t ɑː l e	d e n t ɑː l e	Hartman2003
906	Spanish	stan1288	452	dentāle-dental	dental	ð e n t ɑ l	ð e n t ɑ l -	Hartman2003
907	Latin	lati1261	453	dentāta-dentada	dentāta	d e n t ɑː t ɑ	d e n t ɑː t ɑ	Hartman2003
908	Spanish	stan1288	453	dentāta-dentada	dentada	ð e n t ɑ ð ɑ	ð e n t ɑ ð ɑ	Hartman2003
909	Latin	lati1261	454	dentātu-dentado	dentātu	d e n t ɑː t u	d e n t ɑː t u	Hartman2003
910	Spanish	stan1288	454	dentātu-dentado	dentado	ð e n t ɑ ð o	ð e n t ɑ ð o	Hartman2003
911	Latin	lati1261	455	dente-diente	dente	d e n t e	d - e n t e	Hartman2003
912	Spanish	stan1288	455	dente-diente	diente	ð j e n t e	ð j e n t e	Hartman2003
913	Latin	lati1261	456	dextrāle-destral	dextrāle	d e k ʂ t ɾ ɑː l e	d e k ʂ t ɾ ɑː l e	Hartman2003
914	Spanish	stan1288	456	dextrāle-destral	destral	ð e s t ɾ ɑ l	ð e - s t ɾ ɑ l -	Hartman2003
915	Latin	lati1261	457	dīcīre-decir	dīcīre	d iː k iː ɾ e	d iː k - iː ɾ e	Hartman2003
916	Spanish	stan1288	457	dīcīre-decir	decir	ð e θ i ɾ	ð e θ - i ɾ -	Hartman2003
917	Latin	lati1261	458	dictātu-dechado	dictātu	d i k t ɑː t u	d i k t ɑː t u	Hartman2003
918	Spanish	stan1288	458	dictātu-dechado	dechado	ð e tʃ ɑ ð o	ð e - tʃ ɑ ð o	Hartman2003
919	Latin	lati1261	459	digitāle-dedal	digitāle	d i g i t ɑː l e	d i g i t ɑː l e	Hartman2003
920	Spanish	stan1288	459	digitāle-dedal	dedal	ð e ð ɑ l	ð - - e ð ɑ l -	Hartman2003
921	Latin	lati1261	460	disparpaleāre-desparpajar	disparpaleāre	d i ʂ p ɑ ɾ p ɑ l e ɑː ɾ e	d i ʂ p ɑ ɾ p ɑ l - e ɑː ɾ e	Hartman2003
922	Spanish	stan1288	460	disparpaleāre-desparpajar	desparpajar	ð e ʂ p ɑ ɾ p ɑ x ɑ ɾ	ð e ʂ p ɑ ɾ p ɑ x - - ɑ ɾ -	Hartman2003
923	Latin	lati1261	461	dispartīre-despartir	dispartīre	d i ʂ p ɑ ɾ t iː ɾ e	d i ʂ p ɑ ɾ t iː ɾ e	Hartman2003
924	Spanish	stan1288	461	dispartīre-despartir	despartir	ð e ʂ p ɑ ɾ t i ɾ	ð e ʂ p ɑ ɾ t i ɾ -	Hartman2003
925	Latin	lati1261	462	distaliāre-destajar	distaliāre	d i ʂ t ɑ l i ɑː ɾ e	d i ʂ t ɑ l i ɑː ɾ e	Hartman2003
926	Spanish	stan1288	462	distaliāre-destajar	destajar	ð e s t ɑ x ɑ ɾ	ð e s t ɑ x - ɑ ɾ -	Hartman2003
927	Latin	lati1261	463	diurnāle-jornal	diurnāle	d iu ɾ n ɑː l e	d - iu ɾ n ɑː l e	Hartman2003
928	Spanish	stan1288	463	diurnāle-jornal	jornal	x o ɾ n ɑ l	x - o ɾ n ɑ l -	Hartman2003
929	Latin	lati1261	464	diurnāta-jornada	diurnāta	d iu ɾ n ɑː t ɑ	d - iu ɾ n ɑː t ɑ	Hartman2003
930	Spanish	stan1288	464	diurnāta-jornada	jornada	x o ɾ n ɑ ð ɑ	x - o ɾ n ɑ ð ɑ	Hartman2003
931	Latin	lati1261	465	dōnāre-donar	dōnāre	d oː n ɑː ɾ e	d oː n ɑː ɾ e	Hartman2003
932	Spanish	stan1288	465	dōnāre-donar	donar	ð o n ɑ ɾ	ð o n ɑ ɾ -	Hartman2003
933	Latin	lati1261	466	dōnātōre-donador	dōnātōre	d oː n ɑː t oː ɾ e	d oː n ɑː t oː ɾ e	Hartman2003
934	Spanish	stan1288	466	dōnātōre-donador	donador	ð o n ɑ ð o ɾ	ð o n ɑ ð o ɾ -	Hartman2003
935	Latin	lati1261	467	dōnōsu-donoso	dōnōsu	d oː n oː ʂ u	d oː n oː ʂ u	Hartman2003
936	Spanish	stan1288	467	dōnōsu-donoso	donoso	ð o n o ʂ o	ð o n o ʂ o	Hartman2003
937	Latin	lati1261	468	dolāmen-dolame	dolāmen	d o l ɑː m e n	d o l ɑː m e n	Hartman2003
938	Spanish	stan1288	468	dolāmen-dolame	dolame	ð o l ɑ m e	ð o l ɑ m e -	Hartman2003
939	Latin	lati1261	469	dolāre-dolar	dolāre	d o l ɑː ɾ e	d o l ɑː ɾ e	Hartman2003
940	Spanish	stan1288	469	dolāre-dolar	dolar	ð o l ɑ ɾ	ð o l ɑ ɾ -	Hartman2003
941	Latin	lati1261	470	dolēre-doler	dolēre	d o l eː ɾ e	d o l eː ɾ e	Hartman2003
942	Spanish	stan1288	470	dolēre-doler	doler	ð o l e ɾ	ð o l e ɾ -	Hartman2003
943	Latin	lati1261	471	dolōre-dolor	dolōre	d o l oː ɾ e	d o l oː ɾ e	Hartman2003
944	Spanish	stan1288	471	dolōre-dolor	dolor	ð o l o ɾ	ð o l o ɾ -	Hartman2003
945	Latin	lati1261	472	dolu-duelo	dolu	d o l u	d - o l u	Hartman2003
946	Spanish	stan1288	472	dolu-duelo	duelo	ð w e l o	ð w e l o	Hartman2003
947	Latin	lati1261	473	domāre-domar	domāre	d o m ɑː ɾ e	d o m ɑː ɾ e	Hartman2003
948	Spanish	stan1288	473	domāre-domar	domar	ð o m ɑ ɾ	ð o m ɑ ɾ -	Hartman2003
949	Latin	lati1261	474	domīnicu-domingo	domīnicu	d o m iː n i k u	d o m iː n i k u	Hartman2003
950	Spanish	stan1288	474	domīnicu-domingo	domingo	ð o m i ŋ g o	ð o m i ŋ - g o	Hartman2003
951	Latin	lati1261	475	domitu-duendo	domitu	d o m i t u	d - o m i t u	Hartman2003
952	Spanish	stan1288	475	domitu-duendo	duendo	ð w e n d o	ð w e n - d o	Hartman2003
953	Latin	lati1261	476	domna-dueña	domna	d o m n ɑ	d - o m n ɑ	Hartman2003
954	Spanish	stan1288	476	domna-dueña	dueña	ð w e ɲ ɑ	ð w e - ɲ ɑ	Hartman2003
955	Latin	lati1261	477	domnu-dueño	domnu	d o m n u	d - o m n u	Hartman2003
956	Spanish	stan1288	477	domnu-dueño	dueño	ð w e ɲ o	ð w e - ɲ o	Hartman2003
957	Latin	lati1261	478	dormīre-dormir	dormīre	d o ɾ m iː ɾ e	d o ɾ m iː ɾ e	Hartman2003
958	Spanish	stan1288	478	dormīre-dormir	dormir	ð o ɾ m i ɾ	ð o ɾ m i ɾ -	Hartman2003
959	Latin	lati1261	479	dracōne-dragón	dracōne	d ɾ ɑ k oː n e	d ɾ ɑ k oː n e	Hartman2003
960	Spanish	stan1288	479	dracōne-dragón	dragón	ð ɾ ɑ ɣ o n	ð ɾ ɑ ɣ o n -	Hartman2003
961	Latin	lati1261	480	dūbita-duda	dūbita	d uː b i t ɑ	d uː b i t ɑ	Hartman2003
962	Spanish	stan1288	480	dūbita-duda	duda	ð u ð ɑ	ð u - - ð ɑ	Hartman2003
963	Latin	lati1261	481	dūra-dura	dūra	d uː ɾ ɑ	d uː ɾ ɑ	Hartman2003
964	Spanish	stan1288	481	dūra-dura	dura	ð u ɾ ɑ	ð u ɾ ɑ	Hartman2003
965	Latin	lati1261	482	dūrāre-durar	dūrāre	d uː ɾ ɑː ɾ e	d uː ɾ ɑː ɾ e	Hartman2003
966	Spanish	stan1288	482	dūrāre-durar	durar	ð u ɾ ɑ ɾ	ð u ɾ ɑ ɾ -	Hartman2003
967	Latin	lati1261	483	dūritia-dureza	dūritia	d uː ɾ i t iɑ	d uː ɾ i t - iɑ	Hartman2003
968	Spanish	stan1288	483	dūritia-dureza	dureza	ð u ɾ e θ ɑ	ð u ɾ e θ - ɑ	Hartman2003
969	Latin	lati1261	484	dūru-duro	dūru	d uː ɾ u	d uː ɾ u	Hartman2003
970	Spanish	stan1288	484	dūru-duro	duro	ð u ɾ o	ð u ɾ o	Hartman2003
971	Latin	lati1261	485	duōs-dós	duōs	d uoː ʂ	d - uoː - ʂ	Hartman2003
972	Spanish	stan1288	485	duōs-dós	dós	ð o ʂ	ð - o - ʂ	Hartman2003
973	Latin	lati1261	486	duplāre-doblar	duplāre	d u p l ɑː ɾ e	d u p l ɑː ɾ e	Hartman2003
974	Spanish	stan1288	486	duplāre-doblar	doblar	ð o β l ɑ ɾ	ð o β l ɑ ɾ -	Hartman2003
975	Latin	lati1261	487	duple-doble	duple	d u p l e	d u p l e	Hartman2003
976	Spanish	stan1288	487	duple-doble	doble	ð o β l e	ð o β l e	Hartman2003
977	Latin	lati1261	488	ēska-esca	ēska	eː ʂ k ɑ	eː ʂ k ɑ	Hartman2003
978	Spanish	stan1288	488	ēska-esca	esca	e ʂ k ɑ	e ʂ k ɑ	Hartman2003
979	Latin	lati1261	489	eja-ea	eja	e j ɑ	e j ɑ	Hartman2003
980	Spanish	stan1288	489	eja-ea	ea	eɑ	eɑ - -	Hartman2003
981	Latin	lati1261	490	equa-yegua	equa	e kʷ ɑ	- e kʷ ɑ	Hartman2003
982	Spanish	stan1288	490	equa-yegua	yegua	ʝ e ɣʷ ɑ	ʝ e ɣʷ ɑ	Hartman2003
983	Latin	lati1261	491	eremu-yermo	eremu	e ɾ e m u	- e ɾ e m u	Hartman2003
984	Spanish	stan1288	491	eremu-yermo	yermo	ʝ e ɾ m o	ʝ e ɾ - m o	Hartman2003
985	Latin	lati1261	492	errāre-errar	errāre	e r ɑː ɾ e	e r ɑː ɾ e	Hartman2003
986	Spanish	stan1288	492	errāre-errar	errar	e r ɑ ɾ	e r ɑ ɾ -	Hartman2003
987	Latin	lati1261	493	excampāre-escampar	excampāre	e k ʂ k ɑ m p ɑː ɾ e	e k ʂ k ɑ m p ɑː ɾ e	Hartman2003
988	Spanish	stan1288	493	excampāre-escampar	escampar	e ʂ k ɑ m p ɑ ɾ	e - ʂ k ɑ m p ɑ ɾ -	Hartman2003
989	Latin	lati1261	494	excappāre-escapar	excappāre	e k ʂ k ɑ pː ɑː ɾ e	e k ʂ k ɑ pː ɑː ɾ e	Hartman2003
990	Spanish	stan1288	494	excappāre-escapar	escapar	e ʂ k ɑ p ɑ ɾ	e - ʂ k ɑ p ɑ ɾ -	Hartman2003
991	Latin	lati1261	495	excarnāre-escarnar	excarnāre	e k ʂ k ɑ ɾ n ɑː ɾ e	e k ʂ k ɑ ɾ n ɑː ɾ e	Hartman2003
992	Spanish	stan1288	495	excarnāre-escarnar	escarnar	e ʂ k ɑ ɾ n ɑ ɾ	e - ʂ k ɑ ɾ n ɑ ɾ -	Hartman2003
993	Latin	lati1261	496	excarptiāre-escarzar	excarptiāre	e k ʂ k ɑ ɾ p t i ɑː ɾ e	e k ʂ k ɑ ɾ p t i ɑː ɾ e	Hartman2003
994	Spanish	stan1288	496	excarptiāre-escarzar	escarzar	e ʂ k ɑ ɾ θ ɑ ɾ	e - ʂ k ɑ ɾ - θ - ɑ ɾ -	Hartman2003
995	Latin	lati1261	497	excavāre-escavar	excavāre	e k ʂ k ɑ w ɑː ɾ e	e k ʂ k ɑ w ɑː ɾ e	Hartman2003
996	Spanish	stan1288	497	excavāre-escavar	escavar	e ʂ k ɑ β ɑ ɾ	e - ʂ k ɑ β ɑ ɾ -	Hartman2003
997	Latin	lati1261	498	exīre-exir	exīre	e k ʂ iː ɾ e	e k ʂ iː ɾ e	Hartman2003
998	Spanish	stan1288	498	exīre-exir	exir	e x i ɾ	e - x i ɾ -	Hartman2003
999	Latin	lati1261	499	exītu-ejido	exītu	e k ʂ iː t u	e k ʂ iː t u	Hartman2003
1000	Spanish	stan1288	499	exītu-ejido	ejido	e x i ð o	e - x i ð o	Hartman2003
1001	Latin	lati1261	500	extra-iestra	extra	e k ʂ t ɾ ɑ	- e k ʂ t ɾ ɑ	Hartman2003
1002	Spanish	stan1288	500	extra-iestra	iestra	ʝ e s t ɾ ɑ	ʝ e - s t ɾ ɑ	Hartman2003
1003	Latin	lati1261	501	faba-haba	faba	f ɑ b ɑ	f ɑ b ɑ	Hartman2003
1004	Spanish	stan1288	501	faba-haba	haba	ɑ β ɑ	- ɑ β ɑ	Hartman2003
1005	Latin	lati1261	502	fabula-habla	fabula	f ɑ b u l ɑ	f ɑ b u l ɑ	Hartman2003
1006	Spanish	stan1288	502	fabula-habla	habla	ɑ β l ɑ	- ɑ β - l ɑ	Hartman2003
1007	Latin	lati1261	503	fabulāri-hablar	fabulāri	f ɑ b u l ɑː ɾ i	f ɑ b u l ɑː ɾ i	Hartman2003
1008	Spanish	stan1288	503	fabulāri-hablar	hablar	ɑ β l ɑ ɾ	- ɑ β - l ɑ ɾ -	Hartman2003
1009	Latin	lati1261	504	facēre-hacer	facēre	f ɑ k eː ɾ e	f ɑ k - eː ɾ e	Hartman2003
1010	Spanish	stan1288	504	facēre-hacer	hacer	ɑ θ e ɾ	- ɑ θ - e ɾ -	Hartman2003
1011	Latin	lati1261	505	facie-haz	facie	f ɑ k ie	f ɑ k - ie	Hartman2003
1012	Spanish	stan1288	505	facie-haz	haz	ɑ θ	- ɑ θ - -	Hartman2003
1013	Latin	lati1261	506	factīciu-hechizo	factīciu	f ɑ k t iː k iu	f ɑ k t iː k - iu	Hartman2003
1014	Spanish	stan1288	506	factīciu-hechizo	hechizo	e tʃ i θ o	- e - tʃ i θ - o	Hartman2003
1015	Latin	lati1261	507	factu-hecho	factu	f ɑ k t u	f ɑ k t u	Hartman2003
1016	Spanish	stan1288	507	factu-hecho	hecho	e tʃ o	- e - tʃ o	Hartman2003
1017	Latin	lati1261	508	factūra-hechura	factūra	f ɑ k t uː ɾ ɑ	f ɑ k t uː ɾ ɑ	Hartman2003
1018	Spanish	stan1288	508	factūra-hechura	hechura	e tʃ u ɾ ɑ	- e - tʃ u ɾ ɑ	Hartman2003
1019	Latin	lati1261	509	fagētu-haedo	fagētu	f ɑ g eː t u	f ɑ g eː t u	Hartman2003
1020	Spanish	stan1288	509	fagētu-haedo	haedo	ɑ e ð o	- ɑ - e ð o	Hartman2003
1021	Latin	lati1261	510	fagea-haya	fagea	f ɑ g eɑ	f ɑ g eɑ	Hartman2003
1022	Spanish	stan1288	510	fagea-haya	haya	ɑ ʝ ɑ	- ɑ ʝ ɑ	Hartman2003
1023	Latin	lati1261	511	famēlicu-hamelgo	famēlicu	f ɑ m eː l i k u	f ɑ m eː l i k u	Hartman2003
1024	Spanish	stan1288	511	famēlicu-hamelgo	hamelgo	ɑ m e l ɣ o	- ɑ m e l - ɣ o	Hartman2003
1025	Latin	lati1261	512	famine-hambre	famine	f ɑ m i n e	f ɑ m i n e	Hartman2003
1026	Spanish	stan1288	512	famine-hambre	hambre	ɑ m b ɾ e	- ɑ m b ɾ e	Hartman2003
1027	Latin	lati1261	513	farīna-harina	farīna	f ɑ ɾ iː n ɑ	f ɑ ɾ iː n ɑ	Hartman2003
1028	Spanish	stan1288	513	farīna-harina	harina	ɑ ɾ i n ɑ	- ɑ ɾ i n ɑ	Hartman2003
1029	Latin	lati1261	514	farīnāriu-harnero	farīnāriu	f ɑ ɾ iː n ɑː ɾ iu	f ɑ ɾ iː n ɑː - ɾ - iu	Hartman2003
1030	Spanish	stan1288	514	farīnāriu-harnero	harnero	ɑ ɾ n e ɾ o	- ɑ ɾ - n e - ɾ - o	Hartman2003
1031	Latin	lati1261	515	fartu-harto	fartu	f ɑ ɾ t u	f ɑ ɾ t u	Hartman2003
1032	Spanish	stan1288	515	fartu-harto	harto	ɑ ɾ t o	- ɑ ɾ t o	Hartman2003
1033	Latin	lati1261	516	fascīna-hacina	fascīna	f ɑ ʂ k iː n ɑ	f ɑ ʂ k - iː n ɑ	Hartman2003
1034	Spanish	stan1288	516	fascīna-hacina	hacina	ɑ θ i n ɑ	- ɑ θ - - i n ɑ	Hartman2003
1035	Latin	lati1261	517	fastīdiāre-hastiar	fastīdiāre	f ɑ ʂ t iː d i ɑː ɾ e	f ɑ ʂ t iː d i ɑː ɾ e	Hartman2003
1036	Spanish	stan1288	517	fastīdiāre-hastiar	hastiar	ɑ s t j ɑ ɾ	- ɑ s t - j - ɑ ɾ -	Hartman2003
1037	Latin	lati1261	518	fastīdiōsu-hastioso	fastīdiōsu	f ɑ ʂ t iː d i oː ʂ u	f ɑ ʂ t iː d i oː ʂ u	Hartman2003
1038	Spanish	stan1288	518	fastīdiōsu-hastioso	hastioso	ɑ s t j o ʂ o	- ɑ s t - j - o ʂ o	Hartman2003
1039	Latin	lati1261	519	fastīdiu-hastío	fastīdiu	f ɑ ʂ t iː d iu	f ɑ ʂ t iː d - iu	Hartman2003
1040	Spanish	stan1288	519	fastīdiu-hastío	hastío	ɑ s t io	- ɑ s t io - - -	Hartman2003
1041	Latin	lati1261	520	fata-hada	fata	f ɑ t ɑ	f ɑ t ɑ	Hartman2003
1042	Spanish	stan1288	520	fata-hada	hada	ɑ ð ɑ	- ɑ ð ɑ	Hartman2003
1043	Latin	lati1261	521	fatāre-hadar	fatāre	f ɑ t ɑː ɾ e	f ɑ t ɑː ɾ e	Hartman2003
1044	Spanish	stan1288	521	fatāre-hadar	hadar	ɑ ð ɑ ɾ	- ɑ ð ɑ ɾ -	Hartman2003
1045	Latin	lati1261	522	fatu-hado	fatu	f ɑ t u	f ɑ t u	Hartman2003
1046	Spanish	stan1288	522	fatu-hado	hado	ɑ ð o	- ɑ ð o	Hartman2003
1047	Latin	lati1261	523	fauce-hoz	fauce	f ɑ w k e	f ɑ w k - e	Hartman2003
1048	Spanish	stan1288	523	fauce-hoz	hoz	o θ	- o - θ - -	Hartman2003
1049	Latin	lati1261	524	fautu-hoto	fautu	f ɑ w t u	f ɑ w t u	Hartman2003
1050	Spanish	stan1288	524	fautu-hoto	hoto	o t o	- o - t o	Hartman2003
1051	Latin	lati1261	525	fēces-heces	fēces	f eː k e ʂ	f eː k - e ʂ	Hartman2003
1052	Spanish	stan1288	525	fēces-heces	heces	e θ e ʂ	- e θ - e ʂ	Hartman2003
1053	Latin	lati1261	526	fēmina-hembra	fēmina	f eː m i n ɑ	f eː m i n ɑ	Hartman2003
1054	Spanish	stan1288	526	fēmina-hembra	hembra	e m b ɾ ɑ	- e m b ɾ ɑ	Hartman2003
1055	Latin	lati1261	527	fēnu-heno	fēnu	f eː n u	f eː n u	Hartman2003
1056	Spanish	stan1288	527	fēnu-heno	heno	e n o	- e n o	Hartman2003
1057	Latin	lati1261	528	febre-fiebre	febre	f e b ɾ e	f - e b ɾ e	Hartman2003
1058	Spanish	stan1288	528	febre-fiebre	fiebre	f j e β ɾ e	f j e β ɾ e	Hartman2003
1059	Latin	lati1261	529	fenīle-henil	fenīle	f e n iː l e	f e n iː l e	Hartman2003
1060	Spanish	stan1288	529	fenīle-henil	henil	e n i l	- e n i l -	Hartman2003
1061	Latin	lati1261	530	fera-fiera	fera	f e ɾ ɑ	f - e ɾ ɑ	Hartman2003
1062	Spanish	stan1288	530	fera-fiera	fiera	f j e ɾ ɑ	f j e ɾ ɑ	Hartman2003
1063	Latin	lati1261	531	ferīre-herir	ferīre	f e ɾ iː ɾ e	f e ɾ iː ɾ e	Hartman2003
1064	Spanish	stan1288	531	ferīre-herir	herir	e ɾ i ɾ	- e ɾ i ɾ -	Hartman2003
1065	Latin	lati1261	532	ferrāre-herrar	ferrāre	f e r ɑː ɾ e	f e r ɑː ɾ e	Hartman2003
1066	Spanish	stan1288	532	ferrāre-herrar	herrar	e r ɑ ɾ	- e r ɑ ɾ -	Hartman2003
1067	Latin	lati1261	533	ferrāriu-herrero	ferrāriu	f e r ɑː ɾ iu	f e r ɑː - ɾ - iu	Hartman2003
1068	Spanish	stan1288	533	ferrāriu-herrero	herrero	e r e ɾ o	- e r e - ɾ - o	Hartman2003
1069	Latin	lati1261	534	ferrāta-herrada	ferrāta	f e r ɑː t ɑ	f e r ɑː t ɑ	Hartman2003
1070	Spanish	stan1288	534	ferrāta-herrada	herrada	e r ɑ ð ɑ	- e r ɑ ð ɑ	Hartman2003
1071	Latin	lati1261	535	ferramenta-herramienta	ferramenta	f e r ɑ m e n t ɑ	f e r ɑ m - e n t ɑ	Hartman2003
1072	Spanish	stan1288	535	ferramenta-herramienta	herramienta	e r ɑ m j e n t ɑ	- e r ɑ m j e n t ɑ	Hartman2003
1073	Latin	lati1261	536	feru-fiero	feru	f e ɾ u	f - e ɾ u	Hartman2003
1074	Spanish	stan1288	536	feru-fiero	fiero	f j e ɾ o	f j e ɾ o	Hartman2003
1075	Latin	lati1261	537	fervente-hirviente	fervente	f e ɾ w e n t e	f e ɾ w - e n t e	Hartman2003
1076	Spanish	stan1288	537	fervente-hirviente	hirviente	i ɾ β j e n t e	- i ɾ β j e n t e	Hartman2003
1077	Latin	lati1261	538	fervīre-hervir	fervīre	f e ɾ w iː ɾ e	f e ɾ w iː ɾ e	Hartman2003
1078	Spanish	stan1288	538	fervīre-hervir	hervir	e ɾ β i ɾ	- e ɾ β i ɾ -	Hartman2003
1079	Latin	lati1261	539	fervōre-herbor	fervōre	f e ɾ w oː ɾ e	f e ɾ w oː ɾ e	Hartman2003
1080	Spanish	stan1288	539	fervōre-herbor	herbor	e ɾ β o ɾ	- e ɾ β o ɾ -	Hartman2003
1081	Latin	lati1261	540	fīcāria-higuera	fīcāria	f iː k ɑː ɾ iɑ	f iː k ɑː - ɾ - iɑ	Hartman2003
1082	Spanish	stan1288	540	fīcāria-higuera	higuera	i ɣ e ɾ ɑ	- i ɣ e - ɾ - ɑ	Hartman2003
1083	Latin	lati1261	541	fīctu-hito	fīctu	f iː k t u	f iː k t u	Hartman2003
1084	Spanish	stan1288	541	fīctu-hito	hito	i t o	- i - t o	Hartman2003
1085	Latin	lati1261	542	fīcu-higo	fīcu	f iː k u	f iː k u	Hartman2003
1086	Spanish	stan1288	542	fīcu-higo	higo	i ɣ o	- i ɣ o	Hartman2003
1087	Latin	lati1261	543	fīlāre-hilar	fīlāre	f iː l ɑː ɾ e	f iː l ɑː ɾ e	Hartman2003
1088	Spanish	stan1288	543	fīlāre-hilar	hilar	i l ɑ ɾ	- i l ɑ ɾ -	Hartman2003
1089	Latin	lati1261	544	fīlātūra-hiladura	fīlātūra	f iː l ɑː t uː ɾ ɑ	f iː l ɑː t uː ɾ ɑ	Hartman2003
1090	Spanish	stan1288	544	fīlātūra-hiladura	hiladura	i l ɑ ð u ɾ ɑ	- i l ɑ ð u ɾ ɑ	Hartman2003
1091	Latin	lati1261	545	fīlandariu-hilandero	fīlandariu	f iː l ɑ n d ɑ ɾ iu	f iː l ɑ n d ɑ - ɾ - iu	Hartman2003
1092	Spanish	stan1288	545	fīlandariu-hilandero	hilandero	i l ɑ n d e ɾ o	- i l ɑ n d e - ɾ - o	Hartman2003
1093	Latin	lati1261	546	fīlia-hija	fīlia	f iː l iɑ	f iː l - iɑ	Hartman2003
1094	Spanish	stan1288	546	fīlia-hija	hija	i x ɑ	- i x - ɑ	Hartman2003
1095	Latin	lati1261	547	fīliastru-hijastro	fīliastru	f iː l i ɑ ʂ t ɾ u	f iː l - i ɑ ʂ t ɾ u	Hartman2003
1096	Spanish	stan1288	547	fīliastru-hijastro	hijastro	i x ɑ s t ɾ o	- i x - - ɑ s t ɾ o	Hartman2003
1097	Latin	lati1261	548	fīliolu-hijuelo	fīliolu	f iː l io l u	f iː l - - io l u	Hartman2003
1098	Spanish	stan1288	548	fīliolu-hijuelo	hijuelo	i x w e l o	- i x w - e l o	Hartman2003
1099	Latin	lati1261	549	fīliu-hijo	fīliu	f iː l iu	f iː l - iu	Hartman2003
1100	Spanish	stan1288	549	fīliu-hijo	hijo	i x o	- i x - o	Hartman2003
1101	Latin	lati1261	550	fīlu-hilo	fīlu	f iː l u	f iː l u	Hartman2003
1102	Spanish	stan1288	550	fīlu-hilo	hilo	i l o	- i l o	Hartman2003
